,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
33,413.037037,646.9565217,418.0740741,782.6086957,327.4074074,782.6086957,302.2222222,949.5652174,327.4074074,1064.347826,503.7037037,782.6086957,559.1111111,918.2608696,513.7777778,1053.913043,372.7407407,1085.217391,347.5555556,1293.913043,337.4814815,1513.043478,478.5185185,1074.782609,488.5925926,1293.913043,488.5925926,1502.608696,392.8888889,636.5217391,423.1111111,626.0869565,367.7037037,667.826087,453.3333333,657.3913043
34,408,646.9565217,418.0740741,782.6086957,327.4074074,782.6086957,302.2222222,939.1304348,322.3703704,1064.347826,503.7037037,782.6086957,559.1111111,918.2608696,518.8148148,1053.913043,367.7037037,1085.217391,347.5555556,1304.347826,337.4814815,1513.043478,483.5555556,1085.217391,488.5925926,1293.913043,488.5925926,1502.608696,392.8888889,636.5217391,423.1111111,636.5217391,367.7037037,667.826087,453.3333333,657.3913043
35,408,646.9565217,413.037037,772.173913,327.4074074,782.6086957,302.2222222,939.1304348,317.3333333,1074.782609,503.7037037,782.6086957,554.0740741,928.6956522,523.8518519,1053.913043,367.7037037,1095.652174,347.5555556,1304.347826,337.4814815,1513.043478,483.5555556,1085.217391,488.5925926,1283.478261,488.5925926,1502.608696,392.8888889,636.5217391,423.1111111,626.0869565,367.7037037,667.826087,453.3333333,657.3913043
36,408,646.9565217,413.037037,782.6086957,327.4074074,782.6086957,297.1851852,928.6956522,312.2962963,1064.347826,503.7037037,782.6086957,554.0740741,918.2608696,533.9259259,1053.913043,362.6666667,1085.217391,342.5185185,1304.347826,337.4814815,1513.043478,478.5185185,1074.782609,488.5925926,1283.478261,488.5925926,1502.608696,392.8888889,636.5217391,423.1111111,626.0869565,362.6666667,667.826087,453.3333333,657.3913043
37,408,646.9565217,413.037037,782.6086957,327.4074074,782.6086957,297.1851852,928.6956522,307.2592593,1064.347826,503.7037037,782.6086957,544,907.826087,544,1064.347826,362.6666667,1095.652174,347.5555556,1304.347826,337.4814815,1513.043478,473.4814815,1074.782609,483.5555556,1283.478261,488.5925926,1502.608696,387.8518519,636.5217391,423.1111111,626.0869565,362.6666667,667.826087,453.3333333,646.9565217
38,402.962963,646.9565217,408,782.6086957,327.4074074,782.6086957,292.1481481,928.6956522,297.1851852,1064.347826,498.6666667,782.6086957,538.962963,918.2608696,554.0740741,1074.782609,362.6666667,1095.652174,342.5185185,1304.347826,337.4814815,1513.043478,473.4814815,1074.782609,488.5925926,1283.478261,488.5925926,1502.608696,387.8518519,636.5217391,418.0740741,626.0869565,362.6666667,667.826087,448.2962963,646.9565217
39,402.962963,636.5217391,408,772.173913,327.4074074,782.6086957,292.1481481,918.2608696,292.1481481,1053.913043,498.6666667,782.6086957,538.962963,918.2608696,559.1111111,1053.913043,357.6296296,1085.217391,342.5185185,1304.347826,337.4814815,1513.043478,473.4814815,1074.782609,488.5925926,1283.478261,493.6296296,1502.608696,387.8518519,626.0869565,418.0740741,626.0869565,362.6666667,667.826087,448.2962963,646.9565217
40,402.962963,636.5217391,408,772.173913,322.3703704,782.6086957,292.1481481,918.2608696,287.1111111,1064.347826,498.6666667,772.173913,538.962963,918.2608696,559.1111111,1064.347826,357.6296296,1085.217391,347.5555556,1304.347826,337.4814815,1513.043478,468.4444444,1074.782609,488.5925926,1283.478261,493.6296296,1502.608696,387.8518519,636.5217391,418.0740741,626.0869565,357.6296296,657.3913043,448.2962963,646.9565217
41,402.962963,636.5217391,408,772.173913,322.3703704,782.6086957,287.1111111,928.6956522,287.1111111,1064.347826,493.6296296,772.173913,538.962963,918.2608696,559.1111111,1064.347826,352.5925926,1074.782609,342.5185185,1304.347826,337.4814815,1513.043478,473.4814815,1074.782609,488.5925926,1283.478261,493.6296296,1502.608696,387.8518519,626.0869565,418.0740741,615.6521739,357.6296296,657.3913043,443.2592593,646.9565217
42,397.9259259,636.5217391,402.962963,772.173913,322.3703704,793.0434783,287.1111111,939.1304348,277.037037,1064.347826,493.6296296,782.6086957,544,918.2608696,564.1481481,1064.347826,352.5925926,1074.782609,342.5185185,1304.347826,337.4814815,1513.043478,473.4814815,1074.782609,488.5925926,1283.478261,493.6296296,1502.608696,382.8148148,626.0869565,413.037037,615.6521739,357.6296296,657.3913043,443.2592593,646.9565217
43,397.9259259,636.5217391,402.962963,782.6086957,322.3703704,793.0434783,282.0740741,939.1304348,277.037037,1064.347826,493.6296296,782.6086957,544,918.2608696,559.1111111,1043.478261,352.5925926,1085.217391,342.5185185,1304.347826,337.4814815,1513.043478,473.4814815,1074.782609,488.5925926,1283.478261,498.6666667,1502.608696,382.8148148,626.0869565,413.037037,626.0869565,357.6296296,657.3913043,443.2592593,657.3913043
44,392.8888889,636.5217391,402.962963,782.6086957,322.3703704,793.0434783,282.0740741,939.1304348,272,1064.347826,493.6296296,782.6086957,549.037037,918.2608696,559.1111111,1053.913043,352.5925926,1085.217391,342.5185185,1304.347826,337.4814815,1513.043478,468.4444444,1074.782609,488.5925926,1283.478261,498.6666667,1492.173913,377.7777778,626.0869565,408,615.6521739,352.5925926,657.3913043,443.2592593,657.3913043
45,392.8888889,636.5217391,402.962963,772.173913,322.3703704,793.0434783,282.0740741,939.1304348,261.9259259,1064.347826,493.6296296,772.173913,544,918.2608696,554.0740741,1053.913043,352.5925926,1085.217391,342.5185185,1314.782609,337.4814815,1513.043478,468.4444444,1074.782609,488.5925926,1283.478261,493.6296296,1502.608696,377.7777778,626.0869565,408,615.6521739,352.5925926,657.3913043,443.2592593,646.9565217
46,392.8888889,626.0869565,402.962963,772.173913,317.3333333,793.0434783,282.0740741,939.1304348,256.8888889,1064.347826,493.6296296,772.173913,544,907.826087,549.037037,1053.913043,352.5925926,1085.217391,342.5185185,1304.347826,337.4814815,1513.043478,468.4444444,1074.782609,488.5925926,1283.478261,493.6296296,1502.608696,377.7777778,626.0869565,408,615.6521739,352.5925926,657.3913043,443.2592593,646.9565217
47,392.8888889,636.5217391,402.962963,772.173913,317.3333333,782.6086957,282.0740741,939.1304348,261.9259259,1074.782609,493.6296296,772.173913,544,907.826087,544,1053.913043,352.5925926,1085.217391,342.5185185,1314.782609,337.4814815,1513.043478,468.4444444,1074.782609,488.5925926,1283.478261,493.6296296,1502.608696,377.7777778,626.0869565,413.037037,615.6521739,352.5925926,657.3913043,443.2592593,646.9565217
48,392.8888889,636.5217391,402.962963,772.173913,317.3333333,782.6086957,282.0740741,939.1304348,261.9259259,1074.782609,493.6296296,772.173913,538.962963,907.826087,538.962963,1053.913043,352.5925926,1085.217391,342.5185185,1314.782609,337.4814815,1523.478261,468.4444444,1074.782609,488.5925926,1283.478261,493.6296296,1502.608696,377.7777778,626.0869565,408,615.6521739,352.5925926,657.3913043,443.2592593,646.9565217
49,392.8888889,636.5217391,402.962963,772.173913,317.3333333,782.6086957,282.0740741,939.1304348,261.9259259,1074.782609,493.6296296,772.173913,538.962963,907.826087,533.9259259,1053.913043,357.6296296,1085.217391,342.5185185,1304.347826,337.4814815,1523.478261,473.4814815,1074.782609,488.5925926,1273.043478,498.6666667,1502.608696,377.7777778,626.0869565,408,615.6521739,352.5925926,657.3913043,443.2592593,646.9565217
50,392.8888889,636.5217391,402.962963,772.173913,317.3333333,782.6086957,282.0740741,939.1304348,266.962963,1074.782609,498.6666667,772.173913,538.962963,907.826087,528.8888889,1053.913043,357.6296296,1085.217391,342.5185185,1304.347826,337.4814815,1523.478261,473.4814815,1074.782609,493.6296296,1283.478261,498.6666667,1502.608696,377.7777778,626.0869565,408,615.6521739,352.5925926,657.3913043,443.2592593,646.9565217
51,392.8888889,636.5217391,402.962963,772.173913,317.3333333,782.6086957,282.0740741,939.1304348,272,1074.782609,498.6666667,772.173913,533.9259259,907.826087,528.8888889,1053.913043,357.6296296,1085.217391,342.5185185,1304.347826,337.4814815,1523.478261,473.4814815,1074.782609,493.6296296,1273.043478,498.6666667,1502.608696,377.7777778,626.0869565,408,615.6521739,352.5925926,657.3913043,443.2592593,646.9565217
52,392.8888889,626.0869565,402.962963,772.173913,317.3333333,782.6086957,282.0740741,939.1304348,272,1074.782609,493.6296296,772.173913,538.962963,907.826087,523.8518519,1053.913043,357.6296296,1074.782609,342.5185185,1304.347826,337.4814815,1523.478261,473.4814815,1074.782609,488.5925926,1283.478261,498.6666667,1502.608696,377.7777778,626.0869565,408,615.6521739,352.5925926,657.3913043,443.2592593,646.9565217
53,392.8888889,626.0869565,402.962963,772.173913,317.3333333,782.6086957,287.1111111,939.1304348,277.037037,1074.782609,498.6666667,772.173913,538.962963,918.2608696,523.8518519,1053.913043,357.6296296,1074.782609,342.5185185,1314.782609,337.4814815,1523.478261,473.4814815,1074.782609,488.5925926,1283.478261,498.6666667,1502.608696,382.8148148,626.0869565,413.037037,615.6521739,352.5925926,657.3913043,443.2592593,646.9565217
54,392.8888889,626.0869565,402.962963,772.173913,317.3333333,782.6086957,287.1111111,949.5652174,277.037037,1085.217391,498.6666667,772.173913,538.962963,907.826087,523.8518519,1043.478261,357.6296296,1074.782609,342.5185185,1304.347826,337.4814815,1523.478261,473.4814815,1074.782609,488.5925926,1283.478261,493.6296296,1502.608696,382.8148148,626.0869565,408,615.6521739,357.6296296,657.3913043,443.2592593,646.9565217
55,397.9259259,636.5217391,402.962963,772.173913,317.3333333,782.6086957,287.1111111,939.1304348,277.037037,1085.217391,493.6296296,772.173913,538.962963,907.826087,523.8518519,1043.478261,357.6296296,1074.782609,342.5185185,1304.347826,337.4814815,1513.043478,473.4814815,1074.782609,488.5925926,1283.478261,493.6296296,1502.608696,382.8148148,626.0869565,413.037037,615.6521739,357.6296296,657.3913043,443.2592593,646.9565217
56,392.8888889,636.5217391,408,772.173913,322.3703704,782.6086957,287.1111111,928.6956522,282.0740741,1074.782609,498.6666667,772.173913,538.962963,907.826087,523.8518519,1043.478261,357.6296296,1074.782609,342.5185185,1304.347826,337.4814815,1513.043478,473.4814815,1074.782609,493.6296296,1283.478261,493.6296296,1502.608696,382.8148148,626.0869565,408,615.6521739,357.6296296,657.3913043,443.2592593,646.9565217
57,392.8888889,636.5217391,408,772.173913,322.3703704,782.6086957,287.1111111,918.2608696,282.0740741,1074.782609,498.6666667,772.173913,544,907.826087,528.8888889,1043.478261,357.6296296,1074.782609,342.5185185,1304.347826,337.4814815,1513.043478,473.4814815,1074.782609,488.5925926,1283.478261,493.6296296,1502.608696,377.7777778,626.0869565,408,615.6521739,357.6296296,657.3913043,443.2592593,646.9565217
58,397.9259259,636.5217391,408,772.173913,322.3703704,772.173913,287.1111111,928.6956522,287.1111111,1074.782609,498.6666667,772.173913,544,907.826087,533.9259259,1043.478261,357.6296296,1074.782609,342.5185185,1304.347826,332.4444444,1513.043478,473.4814815,1074.782609,493.6296296,1283.478261,493.6296296,1502.608696,382.8148148,626.0869565,413.037037,615.6521739,357.6296296,646.9565217,443.2592593,646.9565217
59,397.9259259,636.5217391,408,772.173913,322.3703704,772.173913,287.1111111,928.6956522,292.1481481,1064.347826,498.6666667,772.173913,544,907.826087,533.9259259,1053.913043,357.6296296,1074.782609,342.5185185,1304.347826,332.4444444,1513.043478,473.4814815,1074.782609,493.6296296,1283.478261,493.6296296,1502.608696,382.8148148,626.0869565,413.037037,615.6521739,362.6666667,646.9565217,448.2962963,646.9565217
60,397.9259259,636.5217391,413.037037,772.173913,327.4074074,772.173913,287.1111111,928.6956522,287.1111111,1064.347826,498.6666667,772.173913,544,918.2608696,538.962963,1053.913043,362.6666667,1074.782609,342.5185185,1304.347826,337.4814815,1513.043478,473.4814815,1074.782609,493.6296296,1283.478261,493.6296296,1502.608696,387.8518519,626.0869565,418.0740741,626.0869565,362.6666667,646.9565217,448.2962963,646.9565217
61,402.962963,636.5217391,413.037037,772.173913,327.4074074,772.173913,287.1111111,928.6956522,292.1481481,1064.347826,503.7037037,772.173913,549.037037,907.826087,544,1064.347826,362.6666667,1074.782609,342.5185185,1304.347826,337.4814815,1513.043478,473.4814815,1074.782609,493.6296296,1273.043478,493.6296296,1502.608696,387.8518519,626.0869565,418.0740741,615.6521739,362.6666667,646.9565217,453.3333333,646.9565217
62,443.2592593,918.2608696,443.2592593,1012.173913,372.7407407,1012.173913,297.1851852,1106.086957,327.4074074,1210.434783,518.8148148,1012.173913,584.2962963,1106.086957,528.8888889,1210.434783,397.9259259,1231.304348,347.5555556,1273.043478,357.6296296,1471.304348,473.4814815,1241.73913,518.8148148,1252.173913,478.5185185,1450.434783,428.1481481,907.826087,458.3703704,907.826087,402.962963,928.6956522,483.5555556,918.2608696
63,443.2592593,918.2608696,443.2592593,1012.173913,372.7407407,1012.173913,297.1851852,1095.652174,327.4074074,1210.434783,518.8148148,1012.173913,584.2962963,1106.086957,528.8888889,1210.434783,397.9259259,1231.304348,347.5555556,1273.043478,357.6296296,1471.304348,473.4814815,1231.304348,518.8148148,1262.608696,473.4814815,1450.434783,428.1481481,907.826087,458.3703704,907.826087,408,928.6956522,483.5555556,918.2608696
64,443.2592593,918.2608696,443.2592593,1012.173913,372.7407407,1012.173913,297.1851852,1106.086957,327.4074074,1210.434783,518.8148148,1012.173913,584.2962963,1095.652174,528.8888889,1210.434783,397.9259259,1231.304348,347.5555556,1273.043478,357.6296296,1471.304348,473.4814815,1231.304348,518.8148148,1262.608696,468.4444444,1450.434783,433.1851852,907.826087,458.3703704,907.826087,408,928.6956522,483.5555556,918.2608696
65,443.2592593,918.2608696,443.2592593,1012.173913,372.7407407,1012.173913,297.1851852,1106.086957,327.4074074,1210.434783,518.8148148,1012.173913,584.2962963,1095.652174,528.8888889,1210.434783,392.8888889,1231.304348,347.5555556,1273.043478,362.6666667,1471.304348,468.4444444,1231.304348,518.8148148,1262.608696,473.4814815,1450.434783,433.1851852,907.826087,458.3703704,907.826087,408,918.2608696,483.5555556,918.2608696
